event_second,pair_1,bid_1,pair_2,bid_2,pair_3,bid_3,ratio
2024-02-17 14:11:11,ETHBTC,0.05366,BTCUSDC,51701.04,ETHUSDC,2770.57,1.001338282880418
2024-02-17 14:11:10,ETHBTC,0.05366,BTCUSDC,51701.02,ETHUSDC,2770.57,1.0013378955233037
2024-02-17 14:12:01,ETHBTC,0.05366,BTCUSDC,51701.0,ETHUSDC,2770.62,1.0013194375266186
2024-02-17 14:11:50,ETHBTC,0.05366,BTCUSDC,51700.32,ETHUSDC,2770.59,1.0013171097852802
2024-02-17 16:20:26,SOLUSDC,108.08,USDCUSDT,0.999,SOLUSDT,107.83,1.001316145785032
2024-02-17 14:10:49,ETHBTC,0.05366,BTCUSDC,51698.97,ETHUSDC,2770.53,1.001312647832725
2024-02-17 14:11:52,ETHBTC,0.05366,BTCUSDC,51700.0,ETHUSDC,2770.59,1.0013109121161916
2024-02-17 14:13:39,ETHBTC,0.05366,BTCUSDC,51701.45,ETHUSDC,2770.68,1.0013064688091011
2024-02-17 16:00:46,SOLBTC,0.0021017,BTCUSDC,51711.22,SOLUSDC,108.54,1.0013034003501013
2024-02-17 14:11:49,ETHBTC,0.05366,BTCUSDC,51699.33,ETHUSDC,2770.59,1.0012979357465377
2024-02-17 15:25:38,ETHBTC,0.05373,BTCUSDC,51658.46,ETHUSDC,2772.05,1.0012839075052757
2024-02-17 14:11:31,ETHBTC,0.05366,BTCUSDC,51698.26,ETHUSDC,2770.59,1.001277212290523
2024-02-17 16:00:47,SOLBTC,0.0021018,BTCUSDC,51711.23,SOLUSDC,108.55,1.0012589886135421
2024-02-17 16:25:26,AVAXBTC,0.0007637,BTCUSDT,51537.58,AVAXUSDT,39.31,1.001252857949631
2024-02-17 15:45:59,ADABTC,1.131e-05,BTCUSDC,51620.08,ADAUSDC,0.5831,1.0012401042702797
2024-02-17 16:11:36,ETHBTC,0.05367,BTCUSDC,51605.52,ETHUSDC,2766.28,1.0012248428937056
2024-02-17 16:11:37,ETHBTC,0.05367,BTCUSDC,51605.51,ETHUSDC,2766.28,1.0012246488786385
2024-02-17 16:16:27,SOLBTC,0.0020978,BTCUSDT,51550.29,SOLUSDT,108.01,1.001223945579113
2024-02-17 15:31:44,ETHBTC,0.05374,BTCUSDC,51650.0,ETHUSDC,2772.28,1.0012231809196763
2024-02-17 16:00:48,SOLBTC,0.0021019,BTCUSDC,51711.19,SOLUSDC,108.56,1.00121361699521
2024-02-17 16:26:18,AVAXBTC,0.0007637,BTCUSDT,51534.78,AVAXUSDT,39.31,1.0011984605952684
2024-02-17 16:28:49,BTCUSDC,51541.33,USDCUSDT,0.9989,BTCUSDT,51423.07,1.0011972162883314
2024-02-17 16:22:29,SOLBTC,0.002079,BTCUSDT,51537.58,SOLUSDT,107.02,1.001183225752196
2024-02-17 16:11:09,ETHBTC,0.05367,BTCUSDC,51602.48,ETHUSDC,2766.28,1.001165862313287
2024-02-17 15:21:43,ADABTC,1.13e-05,BTCUSDC,51660.47,ADAUSDC,0.5831,1.0011375595952667
2024-02-17 16:20:26,SOLBTC,0.0020937,BTCUSDT,51560.68,SOLUSDT,107.83,1.0011369351386443
2024-02-17 16:16:31,SOLBTC,0.0020978,BTCUSDT,51550.29,SOLUSDT,108.02,1.0011312568228106
2024-02-17 16:26:21,LINKBTC,0.0003787,BTCUSDT,51520.62,LINKUSDT,19.49,1.0010702305797847
2024-02-17 16:26:53,AVAXBTC,0.0007633,BTCUSDT,51512.98,AVAXUSDT,39.28,1.0010147055498981
2024-02-17 16:30:05,SOLBTC,0.0020755,BTCUSDC,51485.0,SOLUSDC,106.75,1.0010034426229508
2024-02-17 16:24:11,AVAXBTC,0.0007637,BTCUSDT,51537.58,AVAXUSDT,39.32,1.0009982158189217
2024-02-17 14:22:40,SOLBTC,0.0021018,BTCUSDC,51750.0,SOLUSDC,108.66,1.000995306460519
2024-02-17 14:10:09,ETHBTC,0.05364,BTCUSDC,51700.07,ETHUSDC,2770.52,1.0009643513852995
2024-02-17 14:10:08,ETHBTC,0.05364,BTCUSDC,51699.09,ETHUSDC,2770.52,1.0009453776186419
2024-02-17 14:10:07,ETHBTC,0.05364,BTCUSDC,51699.07,ETHUSDC,2770.52,1.0009449903989143
2024-02-17 16:08:25,SOLBTC,0.0021016,BTCUSDT,51575.41,SOLUSDT,108.29,1.0009315879213223
2024-02-17 16:08:23,SOLBTC,0.0021016,BTCUSDT,51575.35,SOLUSDT,108.29,1.0009304234924739
2024-02-17 14:10:05,ETHBTC,0.05364,BTCUSDC,51698.07,ETHUSDC,2770.52,1.000925629412529
2024-02-17 14:10:34,ETHBTC,0.05364,BTCUSDC,51698.05,ETHUSDC,2770.52,1.0009252421928014
2024-02-17 16:28:17,BTCUSDC,51566.79,USDCUSDT,0.999,BTCUSDT,51468.1,1.000915580913226
2024-02-17 16:28:48,BTCUSDC,51542.33,USDCUSDT,0.9989,BTCUSDT,51439.69,1.000893151513938
2024-02-17 16:15:57,SOLBTC,0.0020987,BTCUSDT,51553.79,SOLUSDT,108.1,1.000887502987974
2024-02-17 16:28:41,BTCUSDC,51541.33,USDCUSDT,0.9989,BTCUSDT,51439.68,1.0008739272289409
2024-02-17 16:28:42,BTCUSDC,51541.33,USDCUSDT,0.9989,BTCUSDT,51439.69,1.0008737326566315
2024-02-17 16:28:16,BTCUSDC,51563.79,USDCUSDT,0.999,BTCUSDT,51468.09,1.0008575451313622
2024-02-17 16:08:22,SOLBTC,0.0021016,BTCUSDT,51575.34,SOLUSDT,108.3,1.0008378074238227
2024-02-17 16:30:06,SOLBTC,0.0020755,BTCUSDC,51486.0,SOLUSDC,106.77,1.0008353751053667
2024-02-17 16:26:20,SOLBTC,0.002079,BTCUSDT,51533.59,SOLUSDT,107.05,1.0008251621672117
2024-02-17 15:40:02,ETHBTC,0.05375,BTCUSDC,51624.02,ETHUSDC,2772.51,1.0008227472578997
2024-02-17 16:15:46,ADABTC,1.134e-05,BTCUSDC,51600.48,ADAUSDC,0.5847,1.0007686731657262
2024-02-17 16:26:18,SOLBTC,0.002079,BTCUSDT,51534.78,SOLUSDT,107.06,1.000754788156174
2024-02-17 16:11:08,SOLBTC,0.0020988,BTCUSDC,51601.48,SOLUSDC,108.22,1.0007501961190168
2024-02-17 14:59:01,ADABTC,1.131e-05,BTCUSDC,51701.0,ADAUSDC,0.5843,1.0007501454732157
2024-02-17 16:28:56,BTCUSDC,51528.44,USDCUSDT,0.9987,BTCUSDT,51423.06,1.0007466111118242
2024-02-17 16:08:21,SOLBTC,0.0021016,BTCUSDT,51575.33,SOLUSDT,108.31,1.0007452084572062
2024-02-17 16:25:18,AVAXBTC,0.0007637,BTCUSDT,51537.58,AVAXUSDT,39.33,1.0007437031782354
2024-02-17 16:11:12,SOLBTC,0.0020987,BTCUSDC,51603.48,SOLUSDC,108.22,1.0007412999075957
2024-02-17 16:26:19,SOLBTC,0.002079,BTCUSDT,51533.59,SOLUSDT,107.06,1.0007316795254997
2024-02-17 16:11:07,SOLBTC,0.0020987,BTCUSDC,51601.48,SOLUSDC,108.22,1.0007025141009054
2024-02-17 15:36:19,ETHBTC,0.05373,BTCUSDC,51635.0,ETHUSDC,2772.42,1.0006956197112993
2024-02-17 16:26:22,SOLBTC,0.002078,BTCUSDT,51520.62,SOLUSDT,106.99,1.00065284942518
2024-02-17 16:16:02,ETHBTC,0.05363,BTCUSDC,51603.48,ETHUSDC,2765.69,1.0006525071139571
2024-02-17 16:11:31,SOLBTC,0.0020988,BTCUSDC,51605.48,SOLUSDC,108.24,1.0006428439024393
2024-02-17 16:15:51,ETHBTC,0.05363,BTCUSDC,51602.48,ETHUSDC,2765.68,1.0006367339677764
2024-02-17 16:16:01,ETHBTC,0.05363,BTCUSDC,51602.48,ETHUSDC,2765.69,1.0006331159312865
2024-02-17 16:11:00,ETHBTC,0.05364,BTCUSDC,51603.48,ETHUSDC,2766.26,1.0006328643005358
2024-02-17 16:15:50,ETHBTC,0.05363,BTCUSDC,51601.48,ETHUSDC,2765.69,1.000613724748616
2024-02-17 16:16:00,SOLBTC,0.0020987,BTCUSDT,51553.8,SOLUSDT,108.13,1.0006100070285766
2024-02-17 16:16:04,SOLBTC,0.0020987,BTCUSDT,51553.79,SOLUSDT,108.13,1.00060981293813
2024-02-17 16:27:40,BTCUSDC,51567.11,USDCUSDT,0.9991,BTCUSDT,51489.34,1.0006090503587735
2024-02-17 16:27:48,BTCUSDC,51567.11,USDCUSDT,0.9991,BTCUSDT,51489.36,1.000608661692435
2024-02-17 16:28:24,BTCUSDC,51550.9,USDCUSDT,0.999,BTCUSDT,51468.11,1.000606960309986
2024-02-17 16:08:52,SOLBTC,0.0021016,BTCUSDT,51577.64,SOLUSDT,108.33,1.0006052637681158
2024-02-17 16:15:59,ETHBTC,0.05363,BTCUSDC,51600.48,ETHUSDC,2765.68,1.0005979514622083
2024-02-17 16:28:09,BTCUSDC,51567.11,USDCUSDT,0.999,BTCUSDT,51484.84,1.0005963481677325
2024-02-17 16:20:32,SOLUSDC,107.77,USDCUSDT,0.999,SOLUSDT,107.6,1.0005783457249071
2024-02-17 16:17:02,ETHBTC,0.05363,BTCUSDC,51600.36,ETHUSDC,2765.73,1.0005775353342516
2024-02-17 16:26:21,SOLBTC,0.002079,BTCUSDT,51520.62,SOLUSDT,107.05,1.0005732739841198
2024-02-17 16:28:28,BTCUSDC,51553.9,USDCUSDT,0.9989,BTCUSDT,51468.12,1.000564829451707
2024-02-17 16:28:32,BTCUSDC,51550.9,USDCUSDT,0.9989,BTCUSDT,51465.47,1.0005581219796496
2024-02-17 16:28:11,BTCUSDC,51563.79,USDCUSDT,0.999,BTCUSDT,51484.86,1.0005315389805858
2024-02-17 16:22:49,SOLBTC,0.002079,BTCUSDT,51537.58,SOLUSDT,107.09,1.0005287965262863
2024-02-17 16:28:25,BTCUSDC,51551.9,USDCUSDT,0.9989,BTCUSDT,51468.11,1.0005262075875723
2024-02-17 16:09:01,SOLBTC,0.0021016,BTCUSDT,51577.83,SOLUSDT,108.34,1.0005165915451357
2024-02-17 16:09:00,SOLBTC,0.0021016,BTCUSDT,51577.8,SOLUSDT,108.34,1.0005160095994092
2024-02-17 16:14:56,ETHBTC,0.05362,BTCUSDC,51605.48,ETHUSDC,2765.66,1.0005155505738232
2024-02-17 16:28:16,SOLUSDC,107.06,USDCUSDT,0.999,SOLUSDT,106.9,1.0004952291861553
2024-02-17 16:24:44,AVAXBTC,0.0007637,BTCUSDT,51537.58,AVAXUSDT,39.34,1.0004893199288254
2024-02-17 16:29:54,BTCUSDC,51481.0,USDCUSDT,0.9989,BTCUSDT,51400.0,1.0004741420233463
2024-02-17 16:16:12,ETHBTC,0.05363,BTCUSDC,51594.26,ETHUSDC,2765.69,1.000473720409735
2024-02-17 16:29:16,BTCUSDC,51504.0,USDCUSDT,0.9989,BTCUSDT,51423.05,1.00047246516883
2024-02-17 16:15:38,ETHBTC,0.05362,BTCUSDC,51603.48,ETHUSDC,2765.68,1.0004695400769432
2024-02-17 15:45:43,BTCUSDC,51667.14,USDCUSDT,0.9992,BTCUSDT,51601.6,1.0004690995628043
2024-02-17 16:08:20,SOLBTC,0.0021016,BTCUSDT,51575.31,SOLUSDT,108.34,1.0004677081041167
2024-02-17 16:29:48,BTCUSDC,51482.0,USDCUSDT,0.9989,BTCUSDT,51402.62,1.0004425805532868
2024-02-17 16:22:55,SOLBTC,0.002079,BTCUSDT,51537.58,SOLUSDT,107.1,1.0004353764705882
2024-02-17 16:22:10,ETHUSDC,2765.64,USDCUSDT,0.9991,ETHUSDT,2761.97,1.0004275658316348
2024-02-17 16:17:01,SOLUSDC,108.08,USDCUSDT,0.9994,SOLUSDT,107.97,1.0004181902380291
2024-02-17 16:08:38,SOLBTC,0.0021016,BTCUSDT,51577.28,SOLUSDT,108.35,1.000413582353484
2024-02-17 16:30:00,BTCUSDC,51483.0,USDCUSDT,0.9988,BTCUSDT,51400.0,1.000412848249027
2024-02-17 16:29:19,BTCUSDC,51506.0,USDCUSDT,0.9988,BTCUSDT,51423.05,1.0004111541419656
2024-02-17 16:17:01,BTCUSDC,51599.36,USDCUSDT,0.9994,BTCUSDT,51547.32,1.0004089520851909
2024-02-17 16:26:26,SOLBTC,0.0020771,BTCUSDT,51520.62,SOLUSDT,106.97,1.0004064672525008
2024-02-17 16:29:54,SOLBTC,0.0020752,BTCUSDC,51481.0,SOLUSDC,106.79,1.0004061354059368
2024-02-17 16:29:17,BTCUSDC,51505.0,USDCUSDT,0.9988,BTCUSDT,51423.05,1.0003917309455586
2024-02-17 14:10:07,SOLBTC,0.0021018,BTCUSDC,51699.07,SOLUSDC,108.62,1.0003784323881422
2024-02-17 16:29:04,BTCUSDC,51504.0,USDCUSDT,0.9988,BTCUSDT,51423.05,1.0003723077491513
2024-02-17 14:35:46,BTCUSDC,51790.0,USDCUSDT,0.9993,BTCUSDT,51734.51,1.0003718407693432
2024-02-17 14:35:52,BTCUSDC,51790.0,USDCUSDT,0.9993,BTCUSDT,51734.66,1.0003689402810416
2024-02-17 16:20:27,SOLBTC,0.0020924,BTCUSDT,51552.54,SOLUSDT,107.83,1.0003573652601316
2024-02-17 16:29:03,BTCUSDC,51503.0,USDCUSDT,0.9988,BTCUSDT,51423.05,1.0003528845527443
2024-02-17 16:16:37,ETHBTC,0.05363,BTCUSDC,51588.36,ETHUSDC,2765.71,1.0003520784174769
2024-02-17 16:30:04,BTCUSDC,51485.0,USDCUSDT,0.9987,BTCUSDT,51400.0,1.0003515466926072
2024-02-17 16:20:28,SOLBTC,0.0020924,BTCUSDT,51547.34,SOLUSDT,107.82,1.0003492322018177
2024-02-17 16:16:01,BTCUSDC,51602.48,USDCUSDT,0.9994,BTCUSDT,51553.79,1.000343883776537
2024-02-17 16:29:53,SOLBTC,0.0020751,BTCUSDC,51480.0,SOLUSDC,106.79,1.0003384961138682
2024-02-17 16:29:56,SOLBTC,0.0020754,BTCUSDC,51482.0,SOLUSDC,106.81,1.000334639078738
2024-02-17 16:20:32,SOLBTC,0.0020881,BTCUSDT,51547.32,SOLUSDT,107.6,1.0003341904460967
2024-02-17 16:29:00,BTCUSDC,51502.0,USDCUSDT,0.9988,BTCUSDT,51423.05,1.0003334613563373
2024-02-17 16:17:09,SOLUSDC,108.08,USDCUSDT,0.9995,SOLUSDT,107.99,1.000332993795722
2024-02-17 16:09:02,SOLBTC,0.0021016,BTCUSDT,51577.86,SOLUSDT,108.36,1.0003325080841639
2024-02-17 16:11:46,SOLBTC,0.002099,BTCUSDC,51603.49,SOLUSDC,108.28,1.000329936368674
2024-02-17 14:48:54,ADABTC,1.131e-05,BTCUSDC,51714.64,ADAUSDC,0.5847,1.0003293627501282
2024-02-17 16:29:50,BTCUSDC,51480.0,USDCUSDT,0.9988,BTCUSDT,51401.95,1.0003166027747976
2024-02-17 16:12:14,SOLBTC,0.0020987,BTCUSDC,51600.49,SOLUSDC,108.26,1.0003135817753555
2024-02-17 16:12:01,SOLBTC,0.0020987,BTCUSDC,51600.48,SOLUSDC,108.26,1.000313387917975
2024-02-17 16:08:23,BTCUSDC,51617.27,USDCUSDT,0.9995,BTCUSDT,51575.35,1.0003123849862388
2024-02-17 16:28:28,SOLUSDC,107.06,USDCUSDT,0.9989,SOLUSDT,106.91,1.0003015059395755
2024-02-17 16:29:06,BTCUSDC,51500.0,USDCUSDT,0.9988,BTCUSDT,51423.05,1.0002946149635232
2024-02-17 16:19:07,ETHBTC,0.05363,BTCUSDC,51585.06,ETHUSDC,2765.79,1.000259154816526
2024-02-17 16:05:48,SOLBTC,0.0021016,BTCUSDT,51644.37,SOLUSDT,108.51,1.0002378397567044
2024-02-17 16:16:38,ETHBTC,0.05363,BTCUSDC,51582.36,ETHUSDC,2765.71,1.000235732162808
2024-02-17 16:28:42,ETHBTC,0.05359,BTCUSDC,51541.33,ETHUSDC,2761.47,1.000228093986174
2024-02-17 16:11:50,SOLBTC,0.0020987,BTCUSDC,51605.49,SOLUSDC,108.28,1.0002257283247136
2024-02-17 16:22:13,ETHUSDC,2765.64,USDCUSDT,0.9991,ETHUSDT,2762.53,1.0002247664278758
2024-02-17 14:36:42,BTCUSDC,51800.0,USDCUSDT,0.999,BTCUSDT,51737.26,1.0002114530224444
2024-02-17 16:08:19,SOLBTC,0.0021016,BTCUSDT,51575.3,SOLUSDT,108.37,1.0001905553197379
2024-02-17 14:35:38,BTCUSDC,51780.0,USDCUSDT,0.9993,BTCUSDT,51734.3,1.0001827414307336
2024-02-17 14:35:39,BTCUSDC,51780.02,USDCUSDT,0.9993,BTCUSDT,51734.32,1.000182741089474
2024-02-17 14:35:40,BTCUSDC,51780.03,USDCUSDT,0.9993,BTCUSDT,51734.35,1.0001823542578576
2024-02-17 14:35:41,BTCUSDC,51780.05,USDCUSDT,0.9993,BTCUSDT,51734.37,1.000182353916748
2024-02-17 14:35:42,BTCUSDC,51780.0,USDCUSDT,0.9993,BTCUSDT,51734.4,1.0001808081276675
2024-02-17 14:35:44,BTCUSDC,51780.0,USDCUSDT,0.9993,BTCUSDT,51734.45,1.0001798414789371
2024-02-17 16:20:20,SOLBTC,0.0020944,BTCUSDT,51560.65,SOLUSDT,107.97,1.0001725049550803
2024-02-17 16:20:19,SOLBTC,0.0020944,BTCUSDT,51560.63,SOLUSDT,107.97,1.0001721169954618
2024-02-17 16:20:34,AVAXBTC,0.0007637,BTCUSDT,51547.32,AVAXUSDT,39.36,1.0001699259146342
2024-02-17 16:26:27,SOLBTC,0.0020764,BTCUSDT,51520.62,SOLUSDT,106.96,1.00016282131638
2024-02-17 16:19:49,SOLBTC,0.0020944,BTCUSDT,51559.98,SOLUSDT,107.97,1.0001595083078634
2024-02-17 16:19:47,SOLBTC,0.0020944,BTCUSDT,51559.92,SOLUSDT,107.97,1.000158344429008
2024-02-17 16:25:52,SOLBTC,0.002079,BTCUSDT,51537.58,SOLUSDT,107.13,1.0001552209465137
2024-02-17 16:05:47,SOLBTC,0.0021016,BTCUSDT,51644.37,SOLUSDT,108.52,1.0001456689273867
2024-02-17 16:17:04,ETHBTC,0.05363,BTCUSDC,51576.68,ETHUSDC,2765.73,1.0001183587696556
2024-02-17 16:28:59,BTCUSDC,51501.0,USDCUSDT,0.9986,BTCUSDT,51423.05,1.0001137349884925
2024-02-17 16:08:24,BTCUSDC,51611.31,USDCUSDT,0.9994,BTCUSDT,51575.38,1.0000962322332865
2024-02-17 16:28:55,BTCUSDC,51500.0,USDCUSDT,0.9986,BTCUSDT,51423.05,1.000094315681392
2024-02-17 16:29:46,BTCUSDC,51482.0,USDCUSDT,0.9988,BTCUSDT,51415.58,1.000090276138089
2024-02-17 15:20:11,SOLBTC,0.0021016,BTCUSDC,51660.08,SOLUSDC,108.56,1.0000812834193074
2024-02-17 14:36:45,BTCUSDC,51800.01,USDCUSDT,0.999,BTCUSDT,51744.02,1.0000809753474895
2024-02-17 14:30:57,AVAXBTC,0.0007637,BTCUSDT,51699.85,AVAXUSDT,39.48,1.0000804317375886
2024-02-17 15:00:03,ADABTC,1.131e-05,BTCUSDC,51701.0,ADAUSDC,0.5847,1.0000655207798872
2024-02-17 14:36:35,BTCUSDC,51790.0,USDCUSDT,0.999,BTCUSDT,51736.97,1.0000239673873441
2024-02-17 16:29:28,BTCUSDC,51480.0,USDCUSDT,0.9989,BTCUSDT,51423.05,1.0000062617833831
2024-02-17 16:23:42,SOLBTC,0.002079,BTCUSDC,51578.0,SOLUSDC,107.23,1.000006173645435
2024-02-17 16:30:01,ETHUSDC,2761.0,USDCUSDT,0.9988,ETHUSDT,2757.67,1.0000060920994898
2024-02-17 16:30:04,ETHUSDC,2761.0,USDCUSDT,0.9987,ETHUSDT,2757.4,1.0000038804671065
